ID,acquired,reachable,request location,day,area,stereo,strips,duration,priority,priority mod,customer type mod,price,waiting time
0017,0,0,"[np.float64(30.24142858877975), np.float64(-92.09430456274008)]",0,796.4820999195306,0,2,4.013517261129103,2,2,2,1437,11
0018,0,0,"[np.float64(15.41616124374659), np.float64(44.13402438967724)]",0,449.3151245384079,0,1,4.102453668908231,2,2,2,1266,4
0019,0,0,"[np.float64(15.50102070048514), np.float64(45.41931108805838)]",0,122.13145942025825,0,1,2.5480096304438495,4,4,3,669,9
0020,0,0,"[np.float64(-20.36284793492202), np.float64(-45.1790639650761)]",0,559.5086598816282,1,1,2.9590609280013824,1,1,1,1386,6
0021,0,0,"[np.float64(15.2923887388045), np.float64(44.23330739673958)]",0,265.7784851826313,0,1,2.970992405517328,1,1,1,1270,12
0022,0,0,"[np.float64(15.33773021701839), np.float64(45.35980875740124)]",0,385.04866433172106,0,1,4.239348459329887,3,3,3,845,11
0023,0,0,"[np.float64(15.44841794852723), np.float64(44.23955214470566)]",0,18.397489037284796,0,1,7.3669492692487495,2,2,2,577,12
0024,0,0,"[np.float64(29.85373050090917), np.float64(76.57066264344505)]",0,383.40779732996543,0,1,3.236164231525656,2,2,2,1350,5
0025,0,0,"[np.float64(38.0981298496823), np.float64(114.7840926234124)]",0,808.9923050293191,0,2,4.497155046048827,1,1,1,584,14
0026,0,0,"[np.float64(38.3827005829648), np.float64(68.18890027972762)]",0,543.1796445713165,0,1,3.869656491794827,2,2,2,1391,3
0027,0,0,"[np.float64(36.97413957507529), np.float64(-121.5050836286777)]",0,10.790726407037072,0,1,6.724299875308029,3,3,3,1160,11
0028,0,0,"[np.float64(32.80192602877609), np.float64(-114.3971291144874)]",0,470.3739764196074,0,1,2.300758593924897,4,4,3,700,2
0029,0,0,"[np.float64(36.99985015043436), np.float64(140.8774749195777)]",0,292.160195997762,0,1,3.1792603732153424,2,2,2,1088,14
0030,0,0,"[np.float64(-26.8592693289089), np.float64(28.26396085930078)]",0,478.07310474177393,0,1,3.2638492541287665,4,4,3,860,8
0031,0,0,"[np.float64(15.33116269973506), np.float64(45.33285451124696)]",0,405.28802872642916,1,1,7.957776801879388,3,3,3,1261,11
0032,0,0,"[np.float64(15.43738534112601), np.float64(45.3554338857392)]",0,932.0472403378241,0,2,5.424650107797822,1,1,1,1064,12
0033,0,0,"[np.float64(-0.7488865785869772), np.float64(8.806672166017098)]",0,42.136121664052794,0,1,2.833749586301109,3,3,3,1311,4
0034,0,0,"[np.float64(49.39746626958091), np.float64(25.67417751512134)]",0,683.9044232706503,0,1,3.633194835659393,3,3,3,801,4
0035,0,0,"[np.float64(15.44551533720978), np.float64(45.29543178188873)]",0,851.1755697054398,0,2,3.0069325647375456,3,3,3,792,4
0036,0,0,"[np.float64(-41.26103039007214), np.float64(174.6567039077751)]",0,959.2793460658249,0,2,2.747627417716688,3,3,3,793,11
0037,0,0,"[np.float64(-7.883129472432925), np.float64(111.0066871960472)]",0,178.4585903177516,1,1,6.783092170447356,4,4,3,608,13
0038,0,0,"[np.float64(0.3419872878764226), np.float64(109.0756993326132)]",0,531.7734971642277,1,1,4.974515771962129,3,3,3,864,14
0039,0,0,"[np.float64(31.61508998319566), np.float64(76.36301714772586)]",0,44.5459877398947,0,1,5.787260821092688,3,3,3,1099,4
0040,0,0,"[np.float64(35.82731604889249), np.float64(119.2532324457184)]",0,499.6843409306334,0,1,3.987507481951976,3,3,3,1177,3
0041,0,0,"[np.float64(15.33382363567857), np.float64(45.34996871934877)]",0,126.33263145144093,0,1,5.322170516403976,3,3,3,993,7
0042,0,0,"[np.float64(15.39400762021195), np.float64(44.19416528213512)]",0,838.0587780240147,0,2,3.5454141951421825,4,4,3,766,11
0043,0,0,"[np.float64(51.77756094121269), np.float64(55.04334076693798)]",0,114.75613260275948,0,1,3.848217649569409,3,3,3,592,4
0044,0,0,"[np.float64(36.50951659811625), np.float64(116.3066865668232)]",0,513.7750720261088,0,1,5.913427666200398,1,1,1,1184,2
0045,0,0,"[np.float64(3.492816268199014), np.float64(-74.44485014416901)]",0,521.574972923761,1,1,2.9021007555153817,3,3,3,563,11
0046,0,0,"[np.float64(15.39795142050328), np.float64(45.43363535125201)]",0,971.6788474336738,0,2,5.703331155004771,3,3,3,927,14
0047,0,0,"[np.float64(22.46236005476032), np.float64(110.704439921955)]",0,655.3257133448493,0,1,7.113408898538763,2,2,2,1137,14
0048,0,0,"[np.float64(15.4623409172149), np.float64(45.27498769000361)]",0,288.55245278372513,0,1,2.7225393570846146,2,2,2,867,10
0049,0,0,"[np.float64(44.41139282978252), np.float64(39.91154998747761)]",0,241.55851062820034,0,1,7.384767683419874,2,2,2,1241,7
0050,0,0,"[np.float64(15.42347600650044), np.float64(44.18917617642466)]",0,129.11995743941984,0,1,2.47667408179337,3,3,3,604,7
0051,0,0,"[np.float64(15.39682058421973), np.float64(45.25249442884906)]",0,756.7582093250104,0,2,4.093455361735238,1,1,1,708,11
0052,0,0,"[np.float64(27.28931004978625), np.float64(94.66322673795577)]",0,691.0658995261563,0,1,5.663055891427968,1,1,1,1073,10
0053,0,0,"[np.float64(51.79838485479233), np.float64(7.007195754073346)]",0,610.2672501807979,0,1,5.356488560711221,2,2,2,1251,3
0054,0,0,"[np.float64(18.15513185517254), np.float64(105.7144859139117)]",0,41.79960250703835,0,1,2.5783464349666008,2,2,2,973,11
0055,0,0,"[np.float64(-16.76925776354785), np.float64(-44.07095890846345)]",0,763.0660375279002,0,2,6.793479006715119,3,3,3,560,10
0056,0,0,"[np.float64(38.08296012724056), np.float64(-121.809664023644)]",0,642.2456895713308,0,1,7.8389197588715165,1,1,1,845,13
0057,0,0,"[np.float64(55.02482225295105), np.float64(25.63956112566773)]",0,963.9249792423778,0,2,3.0873697351026204,1,1,1,511,4
0058,0,0,"[np.float64(34.22243599491631), np.float64(43.17629408823728)]",0,587.6149277469352,0,1,7.370785818892777,2,2,2,965,4
0059,0,0,"[np.float64(15.46311853036712), np.float64(45.27631853897353)]",0,304.64795475504644,0,1,5.340856652670503,1,1,1,1148,4
0060,0,0,"[np.float64(15.29172730173509), np.float64(44.20194770326404)]",0,382.1390316371309,0,1,7.615602627471964,2,2,2,694,2
0061,0,0,"[np.float64(22.00904801168815), np.float64(95.63600872125764)]",0,176.66486467285426,0,1,3.0565157505005667,2,2,2,573,11
0062,0,0,"[np.float64(15.36247669629258), np.float64(44.26976039011241)]",0,723.1912680191838,0,2,6.752128359076547,4,4,3,1374,8
0063,0,0,"[np.float64(-23.09589110424265), np.float64(-45.52362922911657)]",0,708.0139383617036,1,1,2.358689452671987,4,4,3,885,11
0064,0,0,"[np.float64(42.8970345492855), np.float64(-85.37987074196229)]",0,201.44936546219856,0,1,7.299178680816359,3,3,3,635,14
0065,0,0,"[np.float64(55.64321798038925), np.float64(12.16354832122793)]",0,159.33083385909632,0,1,6.0449565331978015,2,2,2,1383,8
0066,0,0,"[np.float64(50.18898985293143), np.float64(127.7501741483934)]",0,77.9279282689924,0,1,4.22152870353458,3,3,3,1054,3
0067,0,0,"[np.float64(-10.99600687603598), np.float64(27.61659912843299)]",0,912.0637679380768,0,2,3.142800940987101,4,4,3,1413,7
0068,0,0,"[np.float64(55.6916650213985), np.float64(73.82550891603077)]",0,233.83676386115627,0,1,6.899198591403229,1,1,1,935,5
0069,0,0,"[np.float64(38.89179125886753), np.float64(-73.82283052086814)]",0,344.81936322505214,0,1,5.619447928368869,4,4,3,538,12
0070,0,0,"[np.float64(15.30828002369227), np.float64(44.12723827269749)]",0,281.2240038691131,0,1,4.1624951176880085,4,4,3,1042,8
0071,0,0,"[np.float64(37.48327852593592), np.float64(-120.5383181473012)]",0,414.21097800818023,0,1,4.663014948815098,4,4,3,1153,8
0072,0,0,"[np.float64(23.90026569267277), np.float64(113.3390769456514)]",0,714.3347505831008,1,1,6.959255936434259,1,1,1,819,5
0073,0,0,"[np.float64(15.41434906562974), np.float64(44.25071440543049)]",0,870.7250380925582,0,2,4.033563160141206,4,4,3,1370,4
0074,0,0,"[np.float64(54.22715210850667), np.float64(53.2318476915534)]",0,183.41615077901162,0,1,2.5377960686595724,2,2,2,1364,8
0075,0,0,"[np.float64(36.09162021653922), np.float64(103.4635373339338)]",0,686.7259313974239,0,1,7.467693033220836,2,2,2,1488,10
0076,0,0,"[np.float64(61.88599621454934), np.float64(34.29573543686479)]",0,353.2095801002427,0,1,4.324062437948207,4,4,3,1055,5
0077,0,0,"[np.float64(-23.18056725063686), np.float64(-42.70330211205196)]",0,980.5466411289955,0,2,4.090325066691281,3,3,3,1199,7
0078,0,0,"[np.float64(17.65213607451746), np.float64(102.6669995678322)]",0,299.62024012479276,2,1,3.2263977132556363,3,3,3,852,8
0079,0,0,"[np.float64(-2.369268512506268), np.float64(104.0362639244141)]",0,8.185763051852103,0,1,7.384535427370073,1,1,1,1494,11
0080,0,0,"[np.float64(37.96387513344127), np.float64(-122.2152978804014)]",0,516.1243340458253,0,1,3.305032002127003,1,1,1,1013,4
0081,0,0,"[np.float64(15.26476666846275), np.float64(44.17025253344568)]",0,151.5803531916618,0,1,5.820037208008302,2,2,2,982,6
0082,0,0,"[np.float64(45.58912544425474), np.float64(4.286918855322799)]",0,45.4499323915807,0,1,7.284590069648617,2,2,2,915,13
0083,0,0,"[np.float64(23.89789253008878), np.float64(92.9068398127934)]",0,698.5709627157609,0,1,2.2094816876193044,4,4,3,1303,2
0084,0,0,"[np.float64(-25.07627411660518), np.float64(33.7321418934602)]",0,732.527023225948,0,2,6.972750231801174,3,3,3,1322,7
0085,0,0,"[np.float64(15.28101838547158), np.float64(44.11405310446448)]",0,461.238314103386,0,1,4.463596530138647,2,2,2,869,6
0086,0,0,"[np.float64(9.327999614295983), np.float64(-79.79432138199263)]",0,677.2086312398206,0,1,5.947847451591271,3,3,3,842,8
0087,0,0,"[np.float64(52.56086921316749), np.float64(10.02700097620163)]",0,538.7012087988868,0,1,4.234427379353324,1,1,1,1458,10
0088,0,0,"[np.float64(15.2948568596464), np.float64(44.15542867319083)]",0,630.1713066142097,0,1,6.1730975380849635,1,1,1,824,12
0089,0,0,"[np.float64(44.26200167255317), np.float64(125.3850799247808)]",0,597.1072692147733,1,1,3.525769487346195,4,4,3,866,5
0090,0,0,"[np.float64(36.69618111977547), np.float64(113.8564654257519)]",0,666.1569412915368,0,1,2.1315832546123774,4,4,3,835,10
0091,0,0,"[np.float64(29.27507257923314), np.float64(116.4343897648193)]",0,200.4310180244981,0,1,7.686725088727721,2,2,2,795,14
0092,0,0,"[np.float64(15.45339157258791), np.float64(44.2907873728432)]",0,269.4379134166635,0,1,2.0982065842404967,3,3,3,523,7
0093,0,0,"[np.float64(30.6291229233971), np.float64(-97.41965608906601)]",0,440.5231863581843,0,1,6.944595737801043,2,2,2,1384,6
0094,0,0,"[np.float64(55.14931047733401), np.float64(-1.225701160577773)]",0,446.6818814097672,0,1,3.0148255599348426,2,2,2,941,3
0095,0,0,"[np.float64(44.92658566264259), np.float64(-123.0066149884628)]",0,774.6372998753174,0,2,4.353321371612167,3,3,3,603,2
0096,0,0,"[np.float64(15.3985574153336), np.float64(44.14326956697845)]",0,368.0262655703025,0,1,6.934954259036335,2,2,2,911,9
0097,0,0,"[np.float64(10.63195197898269), np.float64(78.9167914142179)]",0,163.34265090312317,1,1,3.235592901874072,4,4,3,1073,13
0098,0,0,"[np.float64(-7.881543301858406), np.float64(112.3303904579622)]",0,252.2145045205848,1,1,7.1942456331502145,3,3,3,1164,13
0099,0,0,"[np.float64(36.00791372870079), np.float64(126.9302299144268)]",0,215.51876888184415,0,1,4.9865536346114085,3,3,3,1274,7
0100,0,0,"[np.float64(45.23236546562094), np.float64(27.9980149249)]",0,731.9283592367659,1,1,4.196920776303659,2,2,2,793,8
0101,0,0,"[np.float64(38.44610500679656), np.float64(125.4308827044795)]",0,470.8692750113561,0,1,5.974626480418017,3,3,3,1466,7
0102,0,0,"[np.float64(50.1189422399863), np.float64(15.55883485367527)]",0,708.9220672730124,0,1,4.048338331885745,4,4,3,1386,11
0103,0,0,"[np.float64(13.13403942517939), np.float64(-16.47274389980051)]",0,416.8034610768693,1,1,4.083730153978142,4,4,3,742,14
0104,0,0,"[np.float64(15.52039174071747), np.float64(45.34890724523489)]",0,889.8458669014012,0,2,6.401158345629819,1,1,1,841,8
0105,0,0,"[np.float64(15.35958252326206), np.float64(44.15336171965833)]",0,983.5367874150119,0,2,3.858993347234647,1,1,1,1353,10
0106,0,0,"[np.float64(13.21915457271215), np.float64(1.662502816400866)]",0,670.172666193909,1,1,3.204635890126551,1,1,1,1358,6
0107,0,0,"[np.float64(15.31028818778458), np.float64(44.22907013678215)]",0,863.9487446789826,0,2,6.845876767979433,1,1,1,1132,2
0108,0,0,"[np.float64(3.006216817858911), np.float64(113.2501840663102)]",0,508.4253339048906,0,1,6.83222620236339,2,2,2,1364,2
0109,0,0,"[np.float64(15.40784146127796), np.float64(44.19355823951757)]",0,934.686219513554,0,2,4.985514222241216,1,1,1,672,10
0110,0,0,"[np.float64(25.24491213164131), np.float64(82.96245616846963)]",0,831.7548991871552,0,2,5.15993369697773,1,1,1,915,6
0111,0,0,"[np.float64(15.30491132088474), np.float64(44.23463378468236)]",0,991.7867931942731,0,2,6.1764597546058315,1,1,1,602,14
0112,0,0,"[np.float64(1.512076687874904), np.float64(-75.65391733294877)]",0,623.4706415924528,0,1,5.055645750574601,1,1,1,659,14
0113,0,0,"[np.float64(13.66832618040448), np.float64(-6.126414619072909)]",0,779.4275335279603,0,2,4.502239753815395,2,2,2,756,12
0114,0,0,"[np.float64(37.8798823714036), np.float64(14.59517617890074)]",0,543.3252718382353,0,1,7.969365159780475,1,1,1,1213,14
0115,0,0,"[np.float64(26.6900983085824), np.float64(82.02390902942602)]",0,259.8609841671514,0,1,2.8858425671153536,3,3,3,1056,3
0116,0,0,"[np.float64(-19.82547323691054), np.float64(-43.24791686704562)]",0,355.400415958628,0,1,5.556367875439164,4,4,3,1075,4
0117,0,0,"[np.float64(-12.18679298318225), np.float64(-38.80341622107851)]",0,894.1114093165849,0,2,7.315178156453961,3,3,3,695,2
0118,0,0,"[np.float64(27.09116414667865), np.float64(-109.4127318698908)]",0,56.89199865202195,0,1,6.123290247086689,2,2,2,1488,7
0119,0,0,"[np.float64(15.38169027466278), np.float64(45.32118427775776)]",0,591.8884061883338,0,1,7.285539794529431,2,2,2,890,13
0120,0,0,"[np.float64(15.37334136395665), np.float64(45.41621112146088)]",0,373.1115484716046,0,1,4.018008322128035,2,2,2,1433,7
0121,0,0,"[np.float64(38.83818552755183), np.float64(-121.4029984303302)]",0,387.3058454675501,0,1,3.631957857561435,4,4,3,569,4
0122,0,0,"[np.float64(15.48301775269872), np.float64(74.25989105671438)]",0,884.6866352073536,0,2,7.107634321412628,1,1,1,1192,4
0123,0,0,"[np.float64(16.80390824277828), np.float64(82.23888283903709)]",0,853.9685521716804,0,2,4.364687457112764,2,2,2,1342,8
0124,0,0,"[np.float64(8.393387796179182), np.float64(125.2863501989723)]",0,599.2435331968962,0,1,6.258093938343867,1,1,1,746,2
0125,0,0,"[np.float64(15.45058864625564), np.float64(45.41256118734638)]",0,273.64592855692956,0,1,2.8864914704846854,2,2,2,828,6
0126,0,0,"[np.float64(15.57339131473214), np.float64(120.5051961950007)]",0,475.980889815862,1,1,6.5350287522600485,4,4,3,657,14
0127,0,0,"[np.float64(15.30576421984179), np.float64(44.13745461746743)]",0,408.88510039542683,0,1,5.293895894149216,3,3,3,1417,4
0128,0,0,"[np.float64(31.89826814435668), np.float64(35.54336482597846)]",0,354.2644111732928,0,1,3.611669839462765,3,3,3,1197,6
0129,0,0,"[np.float64(23.00288310135915), np.float64(87.69145921718217)]",0,103.68279297873913,0,1,4.96702378375343,4,4,3,1242,12
0130,0,0,"[np.float64(33.66885305719617), np.float64(72.986141167743)]",0,543.5707728286051,0,1,6.1816617550382205,1,1,1,1084,5
0131,0,0,"[np.float64(-24.10514475424264), np.float64(-42.74953765731617)]",0,302.52946657660914,0,1,2.0713184530843023,2,2,2,554,7
0132,0,0,"[np.float64(48.0544157086422), np.float64(33.23745700324086)]",0,661.1471349846009,0,1,5.8248023528847765,3,3,3,985,13
0133,0,0,"[np.float64(25.56539114408521), np.float64(56.00579791249965)]",0,319.8847318897052,0,1,5.249544669639646,4,4,3,742,10
0134,0,0,"[np.float64(34.19273216470663), np.float64(-117.5594519262509)]",0,431.7323296416669,0,1,3.3217170064803954,1,1,1,1313,3
0135,0,0,"[np.float64(45.50549700332417), np.float64(26.95675704549197)]",0,53.30801382021313,0,1,6.51788644385718,3,3,3,852,11
0136,0,0,"[np.float64(39.98850283481501), np.float64(66.48062609197798)]",0,992.5455318355722,0,2,3.820765907799207,4,4,3,909,9
0137,0,0,"[np.float64(47.98382771932608), np.float64(17.05600542347425)]",0,508.10277289190066,1,1,3.6611655892793884,2,2,2,1459,14
0138,0,0,"[np.float64(24.06850013242735), np.float64(59.08742500385519)]",0,25.213356570008642,0,1,4.827310093995936,4,4,3,1475,3
0139,0,0,"[np.float64(47.40861819957853), np.float64(-1.747276927815309)]",0,541.689428102383,0,1,6.056898070534189,1,1,1,1404,5
0140,0,0,"[np.float64(45.55946504710128), np.float64(27.22398804412659)]",0,870.4836453063441,0,2,7.573075855257526,3,3,3,1226,10
0141,0,0,"[np.float64(15.51116139476085), np.float64(45.26130611765783)]",0,772.7795821319364,0,2,2.8481434587926238,2,2,2,514,5
0142,0,0,"[np.float64(55.41665780311256), np.float64(42.25938559018832)]",0,701.2057774453247,0,1,4.378808724510402,1,1,1,646,8
0143,0,0,"[np.float64(44.37625569604269), np.float64(26.02236380417737)]",0,140.32518994443586,0,1,2.4019375550757793,4,4,3,989,12
0144,0,0,"[np.float64(-5.392278215409139), np.float64(26.86737230121577)]",0,658.0793419084849,0,1,6.551304484830455,3,3,3,1155,6
0145,0,0,"[np.float64(15.33478037590123), np.float64(44.27929967563492)]",0,766.532079634248,0,2,4.686397338088164,3,3,3,524,14
0146,0,0,"[np.float64(15.39117977665373), np.float64(45.2916135229267)]",0,572.8466449015311,0,1,6.2415748111291105,1,1,1,1110,3
0147,0,0,"[np.float64(-3.656058762301151), np.float64(-40.57412831742484)]",0,892.8562555158312,0,2,3.9331665438577237,2,2,2,1190,9
0148,0,0,"[np.float64(27.06741442169512), np.float64(78.35165022550932)]",0,277.71279200310056,0,1,7.065903448437941,1,1,1,832,12
0149,0,0,"[np.float64(39.71967261628562), np.float64(41.49451366401794)]",0,242.90255503951133,0,1,5.208968469440688,3,3,3,673,11
0150,0,0,"[np.float64(31.73452153908606), np.float64(49.35452842347775)]",0,869.7001751977034,1,1,7.661646930941931,3,3,3,1274,11
0151,0,0,"[np.float64(40.11636173112846), np.float64(-73.39155605102516)]",0,625.772844748461,0,1,2.4728878348642054,3,3,3,789,3
0152,0,0,"[np.float64(24.6988664783715), np.float64(68.01263175734364)]",0,2.4457733004783266,0,1,5.085660947252446,2,2,2,1069,4
0153,0,0,"[np.float64(15.41825378203711), np.float64(45.31706913317753)]",0,353.77827710254144,0,1,6.598731475986192,3,3,3,1345,11
0154,0,0,"[np.float64(34.97029016195511), np.float64(138.8514232184133)]",0,857.9981298288598,0,2,5.600915888441688,3,3,3,1290,8
0155,0,0,"[np.float64(-7.985804986697689), np.float64(-35.40014694922745)]",0,28.292192130101544,0,1,2.1391648425610565,1,1,1,1418,6
0156,0,0,"[np.float64(13.68346767139189), np.float64(25.58183916451892)]",0,4.244680333247372,0,1,7.834032070063285,3,3,3,644,11
0157,0,0,"[np.float64(53.35925657293087), np.float64(8.215070372464094)]",0,281.97803123460466,0,1,3.7895821584553904,4,4,3,1408,12
0158,0,0,"[np.float64(15.43148559882204), np.float64(45.38809601524527)]",0,914.0860369722686,0,2,3.4956671981982925,1,1,1,621,4
0159,0,0,"[np.float64(47.46773403328909), np.float64(-121.9569001150466)]",0,901.5761038885463,0,2,4.913959253639478,3,3,3,526,13
0160,0,0,"[np.float64(41.64583969615961), np.float64(20.29136254546829)]",0,519.2431838557064,0,1,5.252948645140093,1,1,1,565,3
0161,0,0,"[np.float64(3.856172959214615), np.float64(8.988247715924201)]",0,553.6836342684829,0,1,6.597728825538953,1,1,1,600,12
0162,0,0,"[np.float64(15.44233494522652), np.float64(44.18018081454147)]",0,332.67600330587163,0,1,4.359641945953935,4,4,3,1425,7
0163,0,0,"[np.float64(37.62852006744855), np.float64(36.76254208980883)]",0,244.49292536578204,0,1,4.639762258773273,1,1,1,887,11
0164,0,0,"[np.float64(-2.005659528145357), np.float64(106.0159523857019)]",0,815.4066323579061,0,2,5.209759495602986,1,1,1,593,2
0165,0,0,"[np.float64(36.86410708680913), np.float64(-122.2726859615226)]",0,107.18856563914179,0,1,4.366322598449844,2,2,2,566,9
0166,0,0,"[np.float64(55.55205209359613), np.float64(12.98404244187165)]",0,487.8670165077571,0,1,7.487288474606936,3,3,3,749,6
0167,0,0,"[np.float64(15.40889431721086), np.float64(45.31328925753915)]",0,634.7628622375873,0,1,7.107511799805513,2,2,2,641,6
0168,0,0,"[np.float64(15.51269110007709), np.float64(45.39512733482763)]",0,104.57661008065818,0,1,4.72984217046727,3,3,3,766,3
0169,0,0,"[np.float64(15.39831968764732), np.float64(45.40678327546777)]",0,520.0874883768738,0,1,2.001169174023903,1,1,1,1051,8
0170,0,0,"[np.float64(38.37321480652541), np.float64(39.95706928390032)]",0,577.9437666245308,0,1,7.405606973175684,3,3,3,714,6
0171,0,0,"[np.float64(6.415880411355559), np.float64(2.243665212134469)]",0,742.7535644468575,0,2,2.7460194406367915,1,1,1,988,9
0172,0,0,"[np.float64(64.37631688325476), np.float64(40.37562777966092)]",0,235.60121309838533,1,1,3.4670744911642775,3,3,3,995,6
0173,0,0,"[np.float64(35.10963770620737), np.float64(117.5985679886567)]",0,294.0341757874675,0,1,2.914167706192389,1,1,1,979,10
0174,0,0,"[np.float64(15.48105098674899), np.float64(45.40381106232464)]",0,569.9516254864004,0,1,3.0788934198861426,3,3,3,1142,6
0175,0,0,"[np.float64(-33.62663745246321), np.float64(18.88245320482721)]",0,983.1432835716325,0,2,6.817265227339009,3,3,3,989,14
0176,0,0,"[np.float64(15.285965884814), np.float64(44.30615259447944)]",0,218.2756896372943,0,1,5.477008649995545,3,3,3,500,4
0177,0,0,"[np.float64(37.35732842408139), np.float64(42.50593162649037)]",0,985.9179232963405,0,2,7.736570978752091,1,1,1,508,14
0178,0,0,"[np.float64(32.26335503153177), np.float64(-102.2535479307044)]",0,714.6281905214267,0,2,3.388721073942299,3,3,3,1379,3
0179,0,0,"[np.float64(-35.29853993199097), np.float64(-58.90379117809103)]",0,826.2559875603931,0,2,4.913809448787404,1,1,1,1340,6
0180,0,0,"[np.float64(49.82081668597988), np.float64(6.311168394824471)]",0,90.55162696810288,0,1,7.86457021449482,2,2,2,879,11
0181,0,0,"[np.float64(35.79672414530867), np.float64(37.54407833356552)]",0,301.11976724320164,0,1,6.958661085648618,3,3,3,1343,14
0182,0,0,"[np.float64(21.8760375451437), np.float64(110.1444775448311)]",0,58.678543371330065,0,1,6.371694074722947,4,4,3,1396,11
0183,0,0,"[np.float64(15.45581231131253), np.float64(45.36894274303858)]",0,372.17544800817205,0,1,3.1338512082247516,4,4,3,643,6
0184,0,0,"[np.float64(33.27893894963736), np.float64(135.9399414540354)]",0,981.3083702601318,0,2,6.616432405458297,1,1,1,1361,7
0185,0,0,"[np.float64(43.12998184182367), np.float64(142.0646043662063)]",0,106.16778914413213,0,1,4.085390735575507,4,4,3,1339,3
0186,0,0,"[np.float64(15.25538535059762), np.float64(44.17104619478905)]",0,562.8104095888283,0,1,5.183221382280546,1,1,1,801,6
0187,0,0,"[np.float64(15.44982911303559), np.float64(44.16705825149808)]",0,7.0645521909985085,0,1,5.654967278237241,1,1,1,1149,2
0188,0,0,"[np.float64(7.648212856320096), np.float64(4.003901260143608)]",0,712.9701332280187,0,2,5.656182269145525,4,4,3,916,4
0189,0,0,"[np.float64(43.33128344011893), np.float64(124.9060921550125)]",0,197.99549967966902,0,1,6.359140831481098,4,4,3,1369,4
0190,0,0,"[np.float64(28.91431087792866), np.float64(111.5837970862351)]",0,130.45495258763816,0,1,5.970212555853234,2,2,2,1308,4
0191,0,0,"[np.float64(35.08390783955726), np.float64(108.6983962120102)]",0,337.6807943486268,0,1,2.4102252758635387,1,1,1,678,4
0192,0,0,"[np.float64(37.93709765445801), np.float64(23.47270840715874)]",0,771.2732536410425,0,2,4.7440821556946435,4,4,3,777,9
0193,0,0,"[np.float64(59.21917227616074), np.float64(24.95195592026564)]",0,107.5064732248996,0,1,5.984129640319876,2,2,2,643,2
0194,0,0,"[np.float64(33.90563682584364), np.float64(68.79965941294364)]",0,230.60915680289668,0,1,3.775957892994372,2,2,2,838,7
0195,0,0,"[np.float64(43.72445183481355), np.float64(-87.3078308908022)]",0,9.455957195692227,0,1,3.8783401232983383,1,1,1,958,7
0196,0,0,"[np.float64(15.43612326121614), np.float64(45.43250553526382)]",0,968.4464478329224,0,2,2.7474052865276932,3,3,3,1201,2
0197,0,0,"[np.float64(15.34703285185936), np.float64(44.23620779422956)]",0,592.553454388875,0,1,4.511689915849132,4,4,3,1448,14
0198,0,0,"[np.float64(-24.82906173347018), np.float64(-56.92573454679966)]",0,720.1797367483148,0,2,7.9209826058370485,4,4,3,830,2
